gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
DHDH	2.271049192	0.330621323	2.585074635	0.019994448	0.281539519	-3.161306469
TSPO	2.269659571	5.927817017	4.2864627	0.000572526	0.051335078	-0.106367227
PDCL2	2.26756589	-1.794252167	2.748013534	0.01434212	0.240089139	-2.852775671
RNF128	2.267210689	3.553888476	4.8107214	0.000194763	0.031338135	0.908387593
NCBP2-AS2	2.267166541	2.424957102	3.386634265	0.003787694	0.131888099	-1.81956639
GABRQ	2.266800321	2.30494975	3.181369628	0.005830276	0.157896547	-2.207116539
IGLV7-46	2.264765279	-1.006914411	2.097223696	0.052302304	0.433815839	-3.891996916
NPM1P30	2.263272761	-1.265931333	2.883251469	0.010853065	0.210543408	-2.617729197
C5ORF46	2.26220889	-0.905268711	2.405926261	0.028649068	0.330237442	-3.41073463
PAQR4	2.26089716	3.46932387	3.088684342	0.007078484	0.174305809	-2.445653288
CTD-2522E6.4	2.259634315	-0.42878784	2.282354939	0.036564134	0.367502773	-3.621221903
NR2F6	2.259631129	6.672625415	4.544659513	0.000335582	0.039950129	0.399658554
NME1	2.259462711	3.761363728	4.924850281	0.000154569	0.027931735	1.123600264
FRG2DP	2.257975418	-0.084491161	2.936234931	0.009724264	0.199223036	-2.535962953
FDPSP7	2.257831652	0.477575479	3.069521118	0.007367593	0.177313329	-2.315547013
CFL1	2.255347206	7.780060282	4.681453037	0.000253472	0.034555071	0.66693299
RP5-1115A15.2	2.253306827	-1.265931333	2.549901549	0.021468248	0.290837126	-3.175978305
CDKN2A	2.252119868	3.382552186	3.537151589	0.002758441	0.112112959	-1.568146233
RP11-719L21.1	2.25197452	-0.90927629	2.40979231	0.028429596	0.329673381	-3.404450725
GPX1P2	2.250521606	-1.054684615	2.559850537	0.021041181	0.288165235	-3.158828377
RAC3	2.250260005	3.615643612	2.940956252	0.00962942	0.198549733	-2.734376691
RP11-759F5.1	2.247328649	-1.062199263	2.567317299	0.020726002	0.286166178	-3.146539687
ROMO1	2.246499478	2.041369686	3.247902158	0.005070687	0.149548017	-2.063932826
FGFR3P6	2.246044724	-1.23182838	2.429955915	0.027310407	0.324246669	-3.371178482
RP11-552J9.12	2.244650078	-1.7682323	2.732102435	0.014817836	0.24331356	-2.879274788
KIAA1522	2.243937781	7.143143007	4.878432519	0.000169775	0.02924285	1.03804863
RAB25	2.242590082	3.783818208	5.050133746	0.000120129	0.02504806	1.359324154
HMGA1P5	2.238387822	0.956812011	2.829427882	0.012129916	0.221386345	-2.771438989
GGT2	2.238354669	0.476604174	2.684345002	0.016338809	0.25498093	-2.998567641
AKR1B1	2.237441901	5.116624325	2.579561958	0.020218874	0.283176738	-3.430394818
RP11-254B13.4	2.236747041	-1.235835959	2.38358242	0.029949119	0.335563457	-3.445852875
HIST1H2BH	2.235376798	7.10365371	3.957437273	0.001138761	0.072959359	-0.739795182
RPL17-C18ORF32	2.232357752	-1.845061264	2.14544408	0.047690972	0.417835523	-3.838005389
MYH14	2.232304428	6.639631636	4.327106259	0.000526163	0.049565314	-0.021855532
ISG15	2.232178827	3.342954434	4.644177068	0.000273565	0.035809153	0.592513871
RP11-20B24.3	2.22738824	-1.300339813	2.523246677	0.022653508	0.29675253	-3.220042733
FEN1	2.223208832	3.257787595	4.854088177	0.000178357	0.029786419	0.992188961
IMPDH1P4	2.222619173	-0.920866445	2.45639196	0.025906039	0.31574264	-3.328938664
GCNT1P1	2.221067064	-1.071085232	2.471788105	0.025119931	0.311352843	-3.302796618
LAGE3	2.216473843	2.85329519	4.755574231	0.000217886	0.03238457	0.808106203
AL590762.6	2.216261853	-1.298584702	2.637899153	0.017961339	0.267394028	-3.030743497
RP1-34B20.4	2.216261853	-1.298584702	2.637899153	0.017961339	0.267394028	-3.030743497
RNASE7	2.202582511	-0.506103451	2.872334997	0.011100999	0.212705029	-2.639468783
LEFTY1	2.202444984	-1.04434112	2.589229552	0.019826873	0.280360891	-3.110422501
AC079250.1	2.201269262	-1.794252167	2.845255146	0.011740034	0.217690585	-2.686861094
GRAMD4P8	2.200872474	-0.736426019	2.098971701	0.052128239	0.433815839	-3.89544066
AC016831.3	2.198602652	-1.794252167	2.851584974	0.011587536	0.216580844	-2.676013439
EEF1A1P16	2.198602652	-1.794252167	2.851584974	0.011587536	0.216580844	-2.676013439
KRT18P51	2.198602652	-1.794252167	2.851584974	0.011587536	0.216580844	-2.676013439
PFN1P1	2.198602652	-1.794252167	2.851584974	0.011587536	0.216580844	-2.676013439
PSMC1P2	2.198602652	-1.794252167	2.851584974	0.011587536	0.216580844	-2.676013439
RP11-1029F8.1	2.198602652	-1.794252167	2.851584974	0.011587536	0.216580844	-2.676013439
RP11-274J15.2	2.198602652	-1.794252167	2.851584974	0.011587536	0.216580844	-2.676013439
RP11-74M13.5	2.196780895	-0.822103831	2.303384501	0.035086501	0.360280756	-3.575939528
RASAL1	2.195154263	3.676264348	4.079393461	0.000881898	0.063163223	-0.508560791
SLC31A2	2.194596578	1.054285614	3.278652562	0.004753509	0.145402918	-1.954482619
HAGHL	2.192291537	3.313026958	4.199968971	0.000685515	0.055464448	-0.265804247
TUBA3E	2.192148315	-0.125016325	2.400068321	0.028984665	0.331521858	-3.445270855
AC125232.1	2.1901091	0.87590754	1.869601511	0.080047583	0.509851839	-4.366132068
ADAM15	2.188069921	6.612838305	3.879491495	0.001341344	0.07933613	-0.898894021
MT-CO2	2.182047761	9.676535332	3.774723009	0.001672108	0.087291472	-1.061337588
TMX2-CTNND1	2.179645212	-0.959420703	1.81155242	0.088964175	0.529157291	-4.308381358
MTX1P1	2.177748402	-1.808400317	2.66632948	0.016950706	0.258687294	-2.99128885
LMTK3	2.177331443	4.61065363	3.276351462	0.004776549	0.145604438	-2.101497042
AL049758.2	2.176533715	-1.32635968	2.592729122	0.019686771	0.27911647	-3.105869314
SLC25A10	2.175243679	4.54232281	4.61343125	0.000291362	0.036931692	0.525619531
UNC93B3	2.173496508	-0.477038943	2.221224994	0.041195344	0.389284401	-3.71578322
MSMO1	2.170717247	2.862857911	4.067850639	0.000903464	0.063958549	-0.512465512
RP11-550F7.1	2.169076606	-1.094852631	2.492299697	0.024107712	0.305173104	-3.269425801
PDF	2.165911415	3.349738464	4.098550699	0.000847249	0.061940546	-0.464684589
CAMK2N1	2.165039227	4.2918776	4.581046755	0.000311391	0.037912483	0.463817043
AC009060.2	2.164860566	-1.7682323	2.415916671	0.028085164	0.328442295	-3.405238376
HIST2H3D	2.162264508	6.388252998	3.560857928	0.002624	0.109167061	-1.529351849
ATP5J2-PTCD1	2.161011129	0.115299097	1.969837763	0.066511077	0.475062475	-4.139718442
ECHS1	2.161005381	4.646967406	3.944473398	0.001170177	0.073947988	-0.78346697
RP11-480I12.5	2.16064535	2.425740844	3.73032336	0.001835987	0.092035983	-1.153827534
CDC6	2.160010001	2.746752267	4.379667247	0.000471817	0.047441218	0.093194952
RP11-673C5.1	2.159593387	3.435213433	4.516957239	0.000355281	0.041182156	0.347140928
SCD	2.15893284	5.343855026	3.31946207	0.004362721	0.140492012	-2.015264417
RP1-229K20.5	2.15652602	-1.101180606	2.418683157	0.027930873	0.327966707	-3.388738752
AP1M2	2.155989201	4.965918496	3.968636321	0.001112308	0.072018663	-0.735755899
NHLRC1	2.153653954	0.066460906	2.06099243	0.056032068	0.444752263	-3.997304474
RPS16P8	2.151250824	-1.31674043	2.462408256	0.02559612	0.314396006	-3.31948467
MIF	2.148936386	5.896814294	4.68047235	0.00025398	0.034555071	0.657068881
GIPC1	2.147900431	6.58107029	4.446761757	0.000410655	0.044573245	0.209971697
CAPS	2.147078554	6.889645814	4.255742704	0.000610311	0.05310158	-0.158677805
TRAPPC1	2.144573798	2.398870061	3.78155113	0.001648244	0.086687791	-1.053453863
OR2T32P	2.144208754	-0.566531798	2.753995781	0.014167102	0.238633055	-2.840304493
ATP13A2	2.137064913	5.50065552	4.92809705	0.000153559	0.027931735	1.128274333
NEU1	2.135361177	5.434438534	3.05724934	0.007558787	0.179076421	-2.525295942
RP1-315G1.1	2.133397391	-1.094852631	2.486440524	0.024392836	0.306847459	-3.278969854
RP11-400K9.2	2.133096481	-0.913351797	2.45716465	0.025866037	0.31574264	-3.327782652
EPHB6	2.130098091	5.383834463	3.328041348	0.004284709	0.139542113	-1.998153318
DUXAP9	2.128830263	4.246720571	4.635554432	0.000278441	0.035809153	0.569185673
JOSD2	2.126940466	4.461519003	4.407771339	0.000445141	0.045865095	0.126902538
MTCO1P12	2.126817183	2.654131852	3.355099913	0.004047615	0.136097196	-1.892712564
APOBEC3B	2.126376255	1.561563714	3.374343202	0.00388697	0.133368111	-1.79748331
AP1S1	2.125883579	4.821510919	4.688981503	0.0002496	0.034491835	0.670934816
ZNF185	2.125881088	4.242763739	3.671847947	0.002076693	0.097963205	-1.319998115
ENDOG	2.123760818	3.163207216	3.838407958	0.001462378	0.082310783	-0.969688688
PCP2	2.122076386	1.233313773	2.947651348	0.009496471	0.197718095	-2.574654982
DKK1	2.120681389	3.221326693	2.544244194	0.021714765	0.292405475	-3.458241164
MCM2	2.119336127	4.126083956	4.659207394	0.000265274	0.035542675	0.615271459
TREM2	2.119203597	0.933169163	3.01710038	0.00821893	0.186369785	-2.430135987
HID1	2.118315379	5.614411937	3.613468033	0.002348581	0.102551775	-1.434234943
CT45A5	2.117931753	-0.109280391	2.011663753	0.061500206	0.459892654	-4.058869987
EPS8L1	2.117722848	5.192528054	3.817153072	0.001529255	0.082713971	-1.034395046
RPS2P41	2.11763539	-1.289996318	2.222804541	0.041069112	0.388925926	-3.700660593
OR4F7P	2.113406677	-1.868828663	2.220924299	0.041219415	0.38940098	-3.721305329
PWWP2B	2.112518786	5.360476336	3.996920757	0.001048229	0.069431382	-0.678533185
AC243756.1	2.111851049	-1.794252167	2.355191823	0.031681151	0.345788174	-3.504466484
ZNHIT2	2.111728046	2.628408627	3.743283606	0.00178655	0.090843342	-1.136761765
LRRC59	2.109852027	5.751761591	3.549486735	0.00268765	0.110335724	-1.559223065
APOOP4	2.108990041	-1.346835805	2.67341151	0.016707582	0.256644196	-2.971960424
RP11-662I13.1	2.107439949	-0.981294792	2.28529625	0.036354026	0.366640864	-3.601865305
C9ORF129	2.107234377	-0.973780144	2.305583818	0.034935233	0.359630357	-3.569939808
RAB11FIP4	2.106871795	6.015737471	3.469323603	0.003182294	0.120578164	-1.714252707
AC018755.16	2.104754029	1.323417901	2.507822973	0.023367524	0.299960037	-3.370997561
MTRNR2L11	2.102036905	1.96630333	3.017536214	0.008211469	0.186369785	-2.49520551
RP11-44N12.4	2.101800947	-1.381244284	2.356208783	0.031617517	0.345362079	-3.491599523
ATP5J2	2.100976445	2.746629469	4.327592127	0.000525633	0.049565314	-0.006932626
TRAIP	2.097455484	2.19536795	3.985670761	0.001073257	0.070690511	-0.652536137
C11ORF31	2.096584589	4.022554485	4.725252305	0.00023178	0.033749903	0.74256823
GIMAP3P	2.094477842	-0.832447326	2.682830639	0.016389415	0.25541376	-2.956579846
HSPD1P11	2.089772348	-0.411356357	2.462926576	0.025569585	0.314396006	-3.330006028
RP11-310K10.1	2.088515491	-0.584687526	2.012831974	0.061365294	0.459106205	-4.03031909
PPFIA3	2.085848829	4.596664109	3.070784604	0.007348179	0.177313329	-2.50172584
TK1	2.084195509	3.219559293	4.003774389	0.001033272	0.068569558	-0.647134345
RPL31P58	2.083803256	-1.856651419	2.604468223	0.019223689	0.276166197	-3.096442939
MTND3P1	2.082872096	-1.875156638	2.628355102	0.018313383	0.270690847	-3.056801985
RP11-569A2.2	2.082872096	-1.875156638	2.628355102	0.018313383	0.270690847	-3.056801985
SNX18P4	2.082727714	0.314063046	1.929004978	0.071755346	0.488790812	-4.21896886
NUDT8	2.082695524	2.563641508	4.110074404	0.000827074	0.061616113	-0.422523419
SLC6A8	2.081978404	5.058507429	4.304583246	0.000551363	0.050251688	-0.074909641
HN1	2.080547881	4.012764053	4.216841872	0.00066182	0.054715431	-0.243381873
OR6K3	2.074516248	-1.856651419	2.620037639	0.018625566	0.272247283	-3.070338823
RP11-366M4.18	2.074516248	-1.856651419	2.620037639	0.018625566	0.272247283	-3.070338823
MYDGF	2.074224337	4.785441662	4.579386438	0.000312455	0.037912483	0.4595878
HIST1H2BM	2.073788469	4.952105886	2.948024786	0.009489108	0.197718095	-2.738438907
IGLV3-31	2.070026442	-1.941144751	1.934096082	0.071081803	0.488103563	-4.160525003
CXADRP2	2.069722231	-1.086264248	2.026130233	0.059848361	0.45507401	-3.998170581
DUX4L37	2.068586866	0.339507292	1.960299562	0.067704196	0.477821039	-4.174485673
PRR15L	2.068220438	1.716120877	1.836873134	0.08497201	0.520014537	-4.512183448
DPEP1	2.067871106	1.134508191	3.138309199	0.006380624	0.167048903	-2.217951149
HSD17B10	2.066768902	3.576908345	4.424614242	0.000429895	0.045067749	0.166811637
HIST1H3B	2.066602381	5.427833497	2.91226286	0.010220056	0.205274508	-2.803937852
BCL2L12	2.065657954	2.730902487	4.196703861	0.000690199	0.055507168	-0.259143447
CYP2A6	2.064006375	1.837834739	2.534768469	0.022133719	0.294106741	-3.369995786
MTRNR2L10	2.063271859	1.467340333	2.33052275	0.033262088	0.351340191	-3.690418837
SPP1	2.063200622	1.369074204	2.458602132	0.025791775	0.315573115	-3.460849589
NIPSNAP1	2.062807978	5.178604245	3.810843477	0.001549694	0.08337117	-1.046928717
CCNA2	2.061988057	2.367710207	3.230153748	0.005263187	0.150675968	-2.117555906
AC073135.8	2.061897707	-1.818317152	2.254823933	0.038586407	0.376761397	-3.66570185
CICP6	2.061897707	-1.818317152	2.254823933	0.038586407	0.376761397	-3.66570185
SLC16A6P1	2.061506271	-1.324404798	2.160229449	0.04635382	0.412478762	-3.797933084
RPL7AP11	2.059366569	-1.31674043	2.18116697	0.044519364	0.404894276	-3.765581185
RPIA	2.057836617	3.768169923	4.066930822	0.000905206	0.063958549	-0.534511524
LAMC2	2.055526698	4.123610238	3.74778934	0.001769677	0.090376653	-1.168655966
PSMD2	2.05093597	5.576235645	3.822212078	0.001513063	0.082473382	-1.022139381
RP11-220H4.2	2.049416448	-1.828660647	2.310445635	0.034602999	0.358313398	-3.577619477
HIST1H2AL	2.049000975	6.201154631	3.508710478	0.00292884	0.115832176	-1.634452315
EFNA3	2.048282718	2.034104638	3.286251173	0.004678208	0.144605869	-1.990346017
OXLD1	2.04545657	3.4058324	3.860542811	0.00139586	0.080109642	-0.932960568
PIWIL3	2.044493061	1.713884231	2.45216836	0.026125728	0.317564128	-3.504266162
HNRNPA1P63	2.043992964	-1.875156638	2.678579395	0.016532289	0.256201343	-2.97214909
RPL23AP25	2.043992964	-1.875156638	2.678579395	0.016532289	0.256201343	-2.97214909
RP11-146F11.4	2.043992964	-1.875156638	2.678579395	0.016532289	0.256201343	-2.97214909
WFDC10B	2.039473917	-0.862996093	2.532463463	0.022236789	0.294659068	-3.20549141
YDJC	2.039128751	4.210095601	4.655506814	0.000267291	0.035677296	0.607766681
CEBPA	2.038122634	5.752380767	2.743025587	0.014489643	0.240956129	-3.120618088
OIP5	2.036188141	-0.633288119	2.173942858	0.045144597	0.406855577	-3.783777381
NRBF2P3	2.030887077	-1.346835805	2.100122135	0.05201397	0.433203364	-3.89008004
BIRC5	2.02965018	3.210256796	4.195789826	0.000691516	0.055507168	-0.271827105
FAM71E1	2.028602208	0.484330113	1.904319598	0.075103024	0.498301705	-4.272562442
TMEM79	2.028131649	3.541632869	3.886114582	0.0013228	0.078605096	-0.885895186
RP4-614C10.3	2.025970711	-1.346835805	2.224628053	0.04092383	0.388659055	-3.698707167
MKI67	2.024092973	4.496341519	4.624844956	0.000284621	0.036338678	0.547735652
CT45A10	2.023446834	-1.346835805	1.749023591	0.099538944	0.551525136	-4.396809146
PRAF2	2.021677641	1.849634134	2.913776951	0.010188026	0.205028927	-2.680671428
MT-ND5	2.020861522	11.7172537	3.432912163	0.003435999	0.126477129	-1.688148658
S100A11	2.019664508	4.253436857	4.660383171	0.000264636	0.035542675	0.616964217
AC255361.1	2.018359401	2.063311128	1.954974538	0.068378653	0.480070598	-4.369173515
TMED1	2.018058308	3.197596594	3.190531787	0.005719358	0.15757525	-2.237960396
GABRA3	2.016316828	3.26275917	4.221440914	0.000655507	0.054698279	-0.222936476
TEX19	2.0158758	-0.395839488	2.481160948	0.024652492	0.307942052	-3.300565162
RPS19BP1	2.015309888	4.489917778	4.491640415	0.000374315	0.042411935	0.289952351
YIPF2	2.014454583	5.383240676	4.188130233	0.000702653	0.056145349	-0.302087334
CTD-3187F8.15	2.014223302	-1.381244284	2.385310676	0.029846613	0.335387765	-3.44496829
RP11-572P18.1	2.014086036	-0.022835897	1.334458184	0.200829426	0.697250631	-4.974786493
SNX18P2	2.013855071	2.623873841	3.184502006	0.005792118	0.157852397	-2.220319619
MTATP6P1	2.012589705	6.070984578	3.897667705	0.001291068	0.078035444	-0.868960663
SLC2A6	2.008380435	4.472257181	4.258482969	0.00060684	0.052930263	-0.16487895
B4GALNT4	2.008028429	3.903898892	4.278207153	0.00058244	0.051703472	-0.122182899
PM20D1	2.007987837	2.317255391	2.443577034	0.026578055	0.319317258	-3.574435748
TEX13D	2.007737806	0.123150673	2.531759258	0.022268369	0.294664959	-3.239783389
SYNGR2	2.004539198	5.583454276	4.41996183	0.000434052	0.045067749	0.152081389
R3HDML	2.004344187	-0.044111854	1.920073186	0.072950853	0.492356829	-4.200247502
PA2G4P3	2.004138577	-0.913351797	2.133182403	0.048826729	0.421956304	-3.838913238
BOLA2P1	2.001586881	-1.388758932	2.4200353	0.027855753	0.327711616	-3.389147561
RP11-6K23.1	2.001586881	-1.388758932	2.4200353	0.027855753	0.327711616	-3.389147561
RP3-407E4.3	2.001527461	-0.122060892	2.451340079	0.026169017	0.317761484	-3.36104047
RPL13AP23	2.00052259	-1.117083867	2.001643969	0.062668432	0.46418545	-4.034420683
NME1-NME2	2.000372735	-1.059165164	1.654728394	0.117558909	0.588234978	-4.519329409
HIST1H2AG	1.99865618	3.723494636	3.943293951	0.001173078	0.073947988	-0.777002595
MRPS12	1.998138905	4.227712228	4.637109654	0.000277555	0.035809153	0.57226426
PEG10	1.997570918	5.513809988	1.562196277	0.137900995	0.612395118	-5.094545816
ZBED6CL	1.997364107	3.44117366	4.325911406	0.00052747	0.049565314	-0.022848802
RP11-207F8.1	1.99707451	-1.407264151	2.537599362	0.022007756	0.293806385	-3.19775823
MT-ND6	1.996119466	11.22677414	3.388850582	0.003770062	0.131664481	-1.779086008
AC092159.1	1.995512226	-1.407264151	2.416782003	0.028036817	0.328348838	-3.394700048
NANOGP4	1.995512226	-1.407264151	2.416782003	0.028036817	0.328348838	-3.394700048
CEND1P1	1.995512226	-1.407264151	2.416782003	0.028036817	0.328348838	-3.394700048
TMEM8A	1.994110163	5.614120452	3.490962911	0.003040453	0.117995026	-1.675887868
HTR1E	1.993155556	-0.473450083	2.473515586	0.025033152	0.310933455	-3.310589407
MPG	1.99290741	4.669814499	3.311226052	0.004438935	0.141324897	-2.03336332
AC005077.7	1.992467802	-1.143103734	2.045889794	0.057657253	0.449695945	-3.968818974
SDC1	1.992378598	8.581673787	3.236628615	0.005192137	0.150090681	-2.122041264
OR4K2	1.992199917	-0.848847943	2.25506073	0.038568578	0.376761397	-3.651516719
GAPDHP62	1.991582786	-1.856651419	2.296600768	0.03555695	0.362440214	-3.600856213
RP4-781L3.1	1.991582786	-1.856651419	2.296600768	0.03555695	0.362440214	-3.600856213
AC074367.1	1.990710868	-1.143103734	2.28339003	0.036490065	0.367366091	-3.604323007
LACTBL1	1.990284155	-0.056832793	2.506722177	0.023419294	0.300148375	-3.272221669
PHBP5	1.98657962	-0.582008399	1.89083193	0.076990581	0.504498891	-4.208994209
RP4-669L17.8	1.986001704	-1.190170356	1.746759898	0.099941605	0.551997221	-4.396868083
CTD-2620I22.2	1.983248595	-0.689359397	2.110239574	0.051018874	0.430096432	-3.87975592
ADCK2	1.983245175	4.958448857	4.420768931	0.000433328	0.045067749	0.151779979
COX6A1	1.981976128	3.985550844	3.900945131	0.001282207	0.078035444	-0.864505691
OR1E1	1.9817392	-1.041723138	2.17343184	0.04518913	0.406880038	-3.775434176
C3ORF84	1.981288271	-0.393192688	2.547439045	0.021575221	0.291178719	-3.19101428
SNRPB	1.974201397	5.036534399	4.369167376	0.000482197	0.047863813	0.051263855
OR51F2	1.970206921	-1.917079766	2.514298743	0.023065171	0.297936397	-3.248112406
RP11-359P18.7	1.970206921	-1.917079766	2.514298743	0.023065171	0.297936397	-3.248112406
RPSAP67	1.970206921	-1.917079766	2.514298743	0.023065171	0.297936397	-3.248112406
SEPHS1P7	1.970206921	-1.917079766	2.514298743	0.023065171	0.297936397	-3.248112406
C1ORF210	1.969783889	2.406631562	3.102892701	0.006871349	0.172020906	-2.36332825
RPIAP1	1.96958376	-1.868828663	2.263340071	0.037949994	0.374170823	-3.654284857
CTC-523E23.10	1.96958376	-1.868828663	2.263340071	0.037949994	0.374170823	-3.654284857
CENPU	1.969571434	0.625562869	2.6155208	0.018797227	0.273257711	-3.127763757
ATP6V0B	1.965113501	4.646865185	4.21164885	0.000669023	0.054907853	-0.257208146
