term_name	zscore	combined_score	FDR	pvalue	overlapping_genes	gene_set_library	geneset
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261	-1.65936436	9.113029288	0.092930981	0.004120093	"['PLCB4', 'ACTC1', 'PPP2R3C', 'TPM2', 'CACNA2D1', 'AKT3', 'TPM1', 'ATP1A2', 'SLC8A1', 'ADCY5']"	KEGG Pathways	downregulated
TCF dependent signaling in response to WNT_Homo sapiens_R-HSA-201681	-1.823427477	9.875366214	0.053264082	0.004445664	"['HIST2H2AA3', 'HIST1H2BM', 'HIST1H4A', 'HIST2H3A', 'HIST1H2BO', 'PSMD2', 'HIST1H2AJ', 'HIST1H2BH', 'HIST1H2BB', 'DKK1', 'LGR5', 'HIST1H2AB']"	Reactome Pathways	upregulated
Platelet degranulation_Homo sapiens_R-HSA-114608	-1.832664136	9.766785689	0.214503858	0.004847545	"['CFD', 'SERPINA3', 'CLEC3B', 'MMRN1', 'TGFB3', 'EGF', 'FLNA', 'A2M']"	Reactome Pathways	downregulated
RHO GTPase Effectors_Homo sapiens_R-HSA-195258	-1.83118704	9.660846993	0.060139508	0.005114226	"['HIST2H2AA3', 'HIST1H2BM', 'HIST1H2BO', 'HIST1H2AJ', 'ZWINT', 'CDC20', 'HIST1H4A', 'HIST2H3A', 'MYH14', 'BIRC5', 'KIF2C', 'HIST1H2BH', 'HIST1H2BB', 'HIST1H2AB']"	Reactome Pathways	upregulated
Carbohydrate digestion and absorption_Homo sapiens_hsa04973	-1.43019667	7.540334325	0.104182086	0.005132122	"['AMY2A', 'AMY2B', 'SI', 'AKT3', 'ATP1A2']"	KEGG Pathways	downregulated
Viral carcinogenesis_Homo sapiens_hsa05203	-1.906028574	9.877681992	0.216633419	0.00561487	"['CDC20', 'CCNA2', 'RANBP1', 'HIST1H2BM', 'HIST1H4A', 'HIST1H2BO', 'HIST1H4L', 'CDKN2A', 'CCNE1', 'CDK1', 'HIST1H2BH', 'HIST1H2BB']"	KEGG Pathways	upregulated
MAPK signaling pathway_Mus musculus_WP493	-1.904626163	9.844446485	0.159374541	0.005691948	"['NR4A1', 'JUN', 'EGF', 'TGFB3', 'DUSP1', 'AKT3', 'HSPB2', 'FLNA', 'FOS', 'MAPK4']"	WikiPathways	downregulated
Transcriptional misregulation in cancer_Homo sapiens_hsa05202	-1.655519527	8.545556337	0.216633419	0.005731043	"['CEBPA', 'HIST2H3A', 'SPINT1', 'IGFBP3', 'HIST1H3F', 'HIST1H3G', 'HIST1H3I', 'HIST1H3B', 'HIST2H3D', 'HIST1H3C', 'HIST2H3C']"	KEGG Pathways	upregulated
Salmonella infection_Homo sapiens_hsa05132	-1.427163495	7.361850019	0.106132373	0.005751015	"['DYNC2H1', 'JUN', 'CCL4', 'FLNA', 'FLNC', 'FOS', 'DYNC1I1']"	KEGG Pathways	downregulated
G2 Phase_Homo sapiens_R-HSA-68911	1.256609294	-6.442942138	0.063853991	0.005932891	"['CCNA2', 'E2F1']"	Reactome Pathways	upregulated
Cyclin B2 mediated events_Homo sapiens_R-HSA-157881	2.882941078	-14.7815416	0.063853991	0.005932891	"['CDK1', 'CDC25A']"	Reactome Pathways	upregulated
Signaling by MST1_Homo sapiens_R-HSA-8852405	2.544011932	-13.04376925	0.063853991	0.005932891	"['SPINT1', 'SPINT2']"	Reactome Pathways	upregulated
Sulfide oxidation to sulfate_Homo sapiens_R-HSA-1614517	2.212250596	-11.34274802	0.063853991	0.005932891	"['TST', 'SLC25A10']"	Reactome Pathways	upregulated
G2/M DNA replication checkpoint_Homo sapiens_R-HSA-69478	1.536757501	-7.879330277	0.063853991	0.005932891	"['CDK1', 'PKMYT1']"	Reactome Pathways	upregulated
Response to elevated platelet cytosolic Ca2+_Homo sapiens_R-HSA-76005	-1.807108827	9.129052097	0.261340311	0.006398162	"['CFD', 'SERPINA3', 'CLEC3B', 'MMRN1', 'TGFB3', 'EGF', 'FLNA', 'A2M']"	Reactome Pathways	downregulated
Quercetin and Nf-kB/ AP-1 Induced Cell Apoptosis_Homo sapiens_WP2435	-1.340746495	6.6867389	0.169839091	0.006823892	"['JUN', 'FOS', 'PTGS2']"	WikiPathways	downregulated
G1 to S cell cycle control_Homo sapiens_WP45	-1.962476941	9.734770386	0.350100566	0.007009767	"['CDKN2A', 'CCNE1', 'CDK1', 'E2F1', 'CDC25A', 'MCM2']"	WikiPathways	upregulated
Serotonergic synapse_Homo sapiens_hsa04726	-1.580808913	7.818228141	0.11742005	0.007113836	"['PLCB4', 'MAOB', 'DUSP1', 'PLA2G4A', 'KCNN2', 'PTGS2', 'ADCY5', 'PTGS1']"	KEGG Pathways	downregulated
Drug metabolism - cytochrome P450_Homo sapiens_hsa00982	-1.455562688	7.11807158	0.11742005	0.007519511	"['HPGDS', 'MAOB', 'ADH1B', 'AOX1', 'UGT1A8', 'ADH6']"	KEGG Pathways	downregulated
Phase 1 - Functionalization of compounds_Homo sapiens_R-HSA-211945	-1.874521047	8.991037651	0.313254099	0.008259053	"['CYP39A1', 'PTGIS', 'MAOB', 'ADH1B', 'NR1H4', 'ADH6', 'PTGS1']"	Reactome Pathways	downregulated
Nicotine Metabolism_Homo sapiens_WP1600	-0.829974628	3.932763636	0.350100566	0.008752514	"['CYP2A6', 'UGT1A4']"	WikiPathways	upregulated
Phosphorylation of Emi1_Homo sapiens_R-HSA-176417	1.341457543	-6.356381587	0.092630775	0.008752514	"['CDC20', 'CDK1']"	Reactome Pathways	upregulated
Nonhomologous End-Joining (NHEJ)_Homo sapiens_R-HSA-5693571	-1.450702385	6.759434202	0.098601324	0.009471938	"['HIST1H2BM', 'HIST1H4A', 'HIST1H2BO', 'HIST1H2BH', 'HIST1H2BB']"	Reactome Pathways	upregulated
Eicosanoid Synthesis_Mus musculus_WP318	-1.284960609	5.97228287	0.170006572	0.00958234	"['PTGIS', 'PTGS2', 'PTGS1']"	WikiPathways	downregulated
cGMP effects_Homo sapiens_R-HSA-418457	-1.632958434	7.589718794	0.320135492	0.00958234	"['MRVI1', 'PDE5A', 'PRKG1']"	Reactome Pathways	downregulated
MAPK Signaling Pathway_Homo sapiens_WP382	-1.891461913	8.745739976	0.170006572	0.009815435	"['NR4A1', 'JUN', 'EGF', 'TGFB3', 'DUSP1', 'AKT3', 'HSPB2', 'FLNA', 'FOS', 'MAPK4']"	WikiPathways	downregulated
EPHA-mediated growth cone collapse_Homo sapiens_R-HSA-3928663	-2.179721466	10.06297189	0.320135492	0.009886036	"['EPHA7', 'EPHA6', 'MYH11', 'MYL9']"	Reactome Pathways	downregulated
Arachidonic acid metabolism_Homo sapiens_R-HSA-2142753	-1.836877868	8.413928621	0.320135492	0.010249159	"['HPGDS', 'PTGIS', 'PLA2G4A', 'PTGS2', 'PTGS1']"	Reactome Pathways	downregulated
Spinal Cord Injury_Mus musculus_WP2432	-1.585734275	7.251499825	0.170006572	0.010327343	"['EGR1', 'NR4A1', 'BTG2', 'ZFP36', 'SLIT3', 'SLIT2', 'FOS']"	WikiPathways	downregulated
Arrhythmogenic right ventricular cardiomyopathy (ARVC)_Homo sapiens_hsa05412	-1.371377218	6.251715998	0.148134081	0.010475526	"['DES', 'CACNA2D1', 'ITGA8', 'ITGA7', 'DMD', 'SLC8A1']"	KEGG Pathways	downregulated
Tyrosine metabolism_Homo sapiens_hsa00350	-1.085609638	4.901303054	0.148134081	0.010945868	"['MAOB', 'ADH1B', 'AOX1', 'ADH6']"	KEGG Pathways	downregulated
Arrhythmogenic Right Ventricular Cardiomyopathy_Homo sapiens_WP2118	-1.444421823	6.494173064	0.170006572	0.011153116	"['DES', 'CACNA2D1', 'ITGA8', 'ITGA7', 'DMD', 'SLC8A1']"	WikiPathways	downregulated
Overview of nanoparticle effects_Homo sapiens_WP3287	-1.096318398	4.927336088	0.170006572	0.011170947	"['AKT3', 'PTGS2', 'PTGS1']"	WikiPathways	downregulated
Cellular responses to stress_Homo sapiens_R-HSA-2262752	-1.847398994	8.270679043	0.116432794	0.011368241	"['HIST2H2AA3', 'HIST1H2BM', 'HIST1H2BO', 'RPS19BP1', 'CDKN2A', 'UBE2C', 'HIST1H2AJ', 'HMGA1', 'CCNA2', 'HIST1H4A', 'HIST2H3A', 'CCNE1', 'E2F1', 'HIST1H2BH', 'HIST1H2BB', 'HIST1H1B', 'HIST1H2AB']"	Reactome Pathways	upregulated
Complement and Coagulation Cascades_Mus musculus_WP449	-1.43212328	6.342157159	0.170006572	0.011932381	"['CFD', 'F10', 'CFH', 'C7', 'A2M']"	WikiPathways	downregulated
Pentose and glucuronate interconversions_Homo sapiens_hsa00040	-1.62813061	7.190661076	0.38040222	0.012076261	"['DCXR', 'DHDH', 'AKR1B1', 'UGT1A4']"	KEGG Pathways	upregulated
MAPK signaling pathway_Homo sapiens_hsa04010	-1.615891829	7.112824217	0.15548943	0.012255325	"['JUN', 'DUSP2', 'EGF', 'DUSP1', 'TGFB3', 'CACNA2D1', 'PLA2G4A', 'FOS', 'NR4A1', 'AKT3', 'FLNA', 'FLNC', 'FGF10']"	KEGG Pathways	downregulated
S Phase_Homo sapiens_R-HSA-69242	-1.688966051	7.36853038	0.128444802	0.012743343	"['CCNA2', 'FEN1', 'CCNE1', 'PSMD2', 'CDCA5', 'CDC6', 'CDC25A', 'MCM2']"	Reactome Pathways	upregulated
Hypertrophy Model_Mus musculus_WP202	-0.847265254	3.685901155	0.170006572	0.012902284	"['ZEB1', 'ATF3', 'CYR61']"	WikiPathways	downregulated
Hypertrophy Model_Homo sapiens_WP516	-0.893651098	3.887695852	0.170006572	0.012902284	"['ZEB1', 'ATF3', 'CYR61']"	WikiPathways	downregulated
G2/M DNA damage checkpoint_Homo sapiens_R-HSA-69473	-1.573838833	6.790596853	0.132664866	0.013370947	"['HIST1H2BM', 'HIST1H4A', 'HIST1H2BO', 'CDK1', 'HIST1H2BH', 'HIST1H2BB']"	Reactome Pathways	upregulated
Cardiac muscle contraction_Homo sapiens_hsa04260	-1.281918183	5.531055276	0.159664839	0.013370947	"['ACTC1', 'TPM2', 'CACNA2D1', 'TPM1', 'ATP1A2', 'SLC8A1']"	KEGG Pathways	downregulated
RHO GTPases activate PAKs_Homo sapiens_R-HSA-5627123	-1.842709975	7.766296761	0.419624367	0.014778141	"['FLNA', 'MYH11', 'MYL9']"	Reactome Pathways	downregulated
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks_Homo sapiens_R-HSA-5693565	-1.370718191	5.775554854	0.144527295	0.014794133	"['HIST1H2BM', 'HIST1H4A', 'HIST1H2BO', 'HIST1H2BH', 'HIST1H2BB']"	Reactome Pathways	upregulated
Ketone body metabolism_Homo sapiens_R-HSA-74182	-0.58001895	2.40558514	0.419624367	0.015805061	"['OXCT1', 'HMGCLL1']"	Reactome Pathways	downregulated
Nicotinamide salvaging_Homo sapiens_R-HSA-197264	-0.720082176	2.986486875	0.419624367	0.015805061	"['PTGIS', 'PTGS2']"	Reactome Pathways	downregulated
Effects of Nitric Oxide_Homo sapiens_WP1995	1.37031065	-5.683260756	0.196685203	0.015805061	"['AOX1', 'HBA1']"	WikiPathways	downregulated
Processing of DNA double-strand break ends_Homo sapiens_R-HSA-5693607	-1.502373072	6.22386867	0.152785304	0.015880047	"['CCNA2', 'HIST1H2BM', 'HIST1H4A', 'HIST1H2BO', 'HIST1H2BH', 'HIST1H2BB']"	Reactome Pathways	upregulated
Fatty Acid Biosynthesis_Homo sapiens_WP357	-1.686136112	6.890198788	0.479996588	0.016799881	"['ECHS1', 'SCD', 'FASN']"	WikiPathways	upregulated
Fatty Acid Biosynthesis_Mus musculus_WP336	-1.601996964	6.54637396	0.479996588	0.016799881	"['ECHS1', 'SCD', 'FASN']"	WikiPathways	upregulated
Degradation of the extracellular matrix_Homo sapiens_R-HSA-1474228	-1.81636379	7.389085673	0.432650404	0.017110468	"['COL14A1', 'ADAMTS1', 'TLL1', 'A2M', 'TPSAB1', 'DCN', 'COL19A1']"	Reactome Pathways	downregulated
Oxytocin signaling pathway_Homo sapiens_hsa04921	-1.526680372	6.128763736	0.203598817	0.018053097	"['RGS2', 'JUN', 'PLCB4', 'CACNA2D1', 'PLA2G4A', 'FOS', 'PTGS2', 'MYL9', 'ADCY5']"	KEGG Pathways	downregulated
APC/C:Cdc20 mediated degradation of Cyclin B_Homo sapiens_R-HSA-174048	-0.854745414	3.389046092	0.179775786	0.018968469	"['CDC20', 'UBE2C', 'CDK1']"	Reactome Pathways	upregulated
Arachidonic acid metabolism_Homo sapiens_hsa00590	-1.252222867	4.944808927	0.205963158	0.01927734	"['HPGDS', 'PTGIS', 'PLA2G4A', 'PTGS2', 'PTGS1']"	KEGG Pathways	downregulated
AKT phosphorylates targets in the nucleus_Homo sapiens_R-HSA-198693	-0.745165799	2.915565405	0.445996405	0.019987667	"['NR4A1', 'AKT3']"	Reactome Pathways	downregulated
Role of Abl in Robo-Slit signaling_Homo sapiens_R-HSA-428890	-0.766210042	2.99790395	0.445996405	0.019987667	"['SLIT2', 'CAP2']"	Reactome Pathways	downregulated
Degradation of cysteine and homocysteine_Homo sapiens_R-HSA-1614558	1.4526024	-5.683510047	0.186649535	0.019987667	"['TST', 'SLC25A10']"	Reactome Pathways	upregulated
Collagen biosynthesis and modifying enzymes_Homo sapiens_R-HSA-1650814	-1.780787943	6.92052129	0.445996405	0.020522919	"['COL14A1', 'COL4A6', 'COL21A1', 'TLL1', 'COL19A1']"	Reactome Pathways	downregulated
TNF signaling pathway_Homo sapiens_hsa04668	-1.403086524	5.451137421	0.20853872	0.020545687	"['JUN', 'AKT3', 'TRAF5', 'CCL2', 'FOS', 'PTGS2', 'SELE']"	KEGG Pathways	downregulated
Eicosanoid Synthesis_Homo sapiens_WP167	-0.918010408	3.534134615	0.242595256	0.021284499	"['PTGIS', 'PTGS2', 'PTGS1']"	WikiPathways	downregulated
Endogenous sterols_Homo sapiens_R-HSA-211976	-1.541479598	5.934351463	0.445996405	0.021284499	"['CYP39A1', 'PTGIS', 'NR1H4']"	Reactome Pathways	downregulated
Renin secretion_Homo sapiens_hsa04924	-1.150490115	4.400546317	0.210925911	0.021819922	"['EDNRA', 'PLCB4', 'PDE1C', 'ADCY5', 'AQP1']"	KEGG Pathways	downregulated
miRNA regulation of DNA Damage Response_Mus musculus_WP2087	-1.767993645	6.762455253	0.500644512	0.021819922	"['CCNE1', 'CDK1', 'E2F1', 'HUS1B', 'CDC25A']"	WikiPathways	upregulated
Platelet homeostasis_Homo sapiens_R-HSA-418346	-1.891648144	7.23387034	0.445996405	0.021837865	"['P2RX1', 'PLA2G4A', 'MRVI1', 'PDE5A', 'PRKG1', 'SLC8A1']"	Reactome Pathways	downregulated
Retinol metabolism_Homo sapiens_hsa00830	-1.078303644	4.059746729	0.213787059	0.023169041	"['ADH1B', 'AOX1', 'HSD17B6', 'UGT1A8', 'ADH6']"	KEGG Pathways	downregulated
Oncostatin M Signaling Pathway_Homo sapiens_WP2374	-1.460632917	5.499192864	0.242595256	0.023169041	"['EGR1', 'CCL2', 'LIFR', 'FOS', 'CYR61']"	WikiPathways	downregulated
Physiological and Pathological Hypertrophy  of the Heart_Homo sapiens_WP1528	-0.721328118	2.69794591	0.242595256	0.023748217	"['JUN', 'LIFR', 'FOS']"	WikiPathways	downregulated
Nitric oxide stimulates guanylate cyclase_Homo sapiens_R-HSA-392154	-1.404280294	5.252356286	0.449992845	0.023748217	"['MRVI1', 'PDE5A', 'PRKG1']"	Reactome Pathways	downregulated
PLC beta mediated events_Homo sapiens_R-HSA-112043	-1.839401467	6.873777863	0.449992845	0.02382632	"['PLCB4', 'PDE1C', 'PLA2G4A', 'ADCY5']"	Reactome Pathways	downregulated
Heart Development_Mus musculus_WP2067	-1.008951587	3.770416198	0.242595256	0.02382632	"['SHH', 'HAND2', 'TBX20', 'FGF10']"	WikiPathways	downregulated
Sulfur relay system_Homo sapiens_hsa04122	-0.431165387	1.597894523	0.663548771	0.02457588	"['CTU1', 'TST']"	KEGG Pathways	upregulated
Activation of the AP-1 family of transcription factors_Homo sapiens_R-HSA-450341	-0.840962388	3.116598024	0.449992845	0.02457588	"['JUN', 'FOS']"	Reactome Pathways	downregulated
Liver X Receptor Pathway_Homo sapiens_WP2874	-0.510888084	1.893346023	0.500644512	0.02457588	"['SCD', 'FASN']"	WikiPathways	upregulated
Synthesis and degradation of ketone bodies_Homo sapiens_hsa00072	2.102182926	-7.790668456	0.216908857	0.02457588	"['OXCT1', 'HMGCLL1']"	KEGG Pathways	downregulated
Nef mediated downregulation of MHC class I complex cell surface expression_Homo sapiens_R-HSA-164940	1.415704046	-5.24658474	0.222938344	0.02457588	"['AP1S1', 'AP1M2']"	Reactome Pathways	upregulated
E2F-enabled inhibition of pre-replication complex formation_Homo sapiens_R-HSA-113507	1.406327947	-5.21183701	0.222938344	0.02457588	"['CDK1', 'CDC25A']"	Reactome Pathways	upregulated
Selenium Micronutrient Network_Homo sapiens_WP15	-1.39724499	5.13669052	0.246560648	0.025316495	"['SERPINA3', 'HBB', 'CCL2', 'HBA1', 'PTGS2', 'PTGS1']"	WikiPathways	downregulated
Retinoblastoma (RB) in Cancer_Homo sapiens_WP2446	-1.702064305	6.2572975	0.500644512	0.025316495	"['TOP2A', 'CCNA2', 'CCNE1', 'CDK1', 'E2F1', 'CDC25A']"	WikiPathways	upregulated
G-protein mediated events_Homo sapiens_R-HSA-112040	-1.799257505	6.591051061	0.454007547	0.025650144	"['PLCB4', 'PDE1C', 'PLA2G4A', 'ADCY5']"	Reactome Pathways	downregulated
Amphetamine addiction_Homo sapiens_hsa05031	-1.16763149	4.260280145	0.220138333	0.026026207	"['JUN', 'MAOB', 'FOSB', 'FOS', 'ADCY5']"	KEGG Pathways	downregulated
Chromatin organization_Homo sapiens_R-HSA-4839726	-1.607731238	5.790019651	0.239520679	0.027286576	"['HIST2H2AA3', 'HIST1H2BM', 'HIST1H4A', 'HIST3H2A', 'HIST2H3A', 'HIST1H2BO', 'HIST1H2AH', 'HIST1H2AJ', 'HIST1H2BH', 'HIST1H2BB', 'HIST1H2AB']"	Reactome Pathways	upregulated
Chromatin modifying enzymes_Homo sapiens_R-HSA-3247509	-1.615480056	5.817925938	0.239520679	0.027286576	"['HIST2H2AA3', 'HIST1H2BM', 'HIST1H4A', 'HIST3H2A', 'HIST2H3A', 'HIST1H2BO', 'HIST1H2AH', 'HIST1H2AJ', 'HIST1H2BH', 'HIST1H2BB', 'HIST1H2AB']"	Reactome Pathways	upregulated
DNA Damage Response_Homo sapiens_WP707	-1.751149299	6.290620496	0.500644512	0.027535448	"['CCNE1', 'CDK1', 'E2F1', 'HUS1B', 'CDC25A']"	WikiPathways	upregulated
Cyclin E associated events during G1/S transition_Homo sapiens_R-HSA-69202	-1.376318736	4.944123757	0.239520679	0.027535448	"['CCNA2', 'CCNE1', 'PSMD2', 'PKMYT1', 'CDC25A']"	Reactome Pathways	upregulated
ESC Pluripotency Pathways_Mus musculus_WP339	-1.522758725	5.463161491	0.258184323	0.027662606	"['JUN', 'EGF', 'AKT3', 'LIFR', 'FOS', 'MAPK4', 'FGF10']"	WikiPathways	downregulated
Phospholipase D signaling pathway_Homo sapiens_hsa04072	-1.285037409	4.573070382	0.228494763	0.028475647	"['PLCB4', 'EGF', 'DGKB', 'AKT3', 'LPAR1', 'PLA2G4A', 'LPAR3', 'ADCY5']"	KEGG Pathways	downregulated
Homology Directed Repair_Homo sapiens_R-HSA-5693538	-1.451992515	5.150764021	0.246872053	0.0288001	"['CCNA2', 'HIST1H2BM', 'HIST1H4A', 'FEN1', 'HIST1H2BO', 'HIST1H2BH', 'HIST1H2BB']"	Reactome Pathways	upregulated
Synthesis of bile acids and bile salts_Homo sapiens_R-HSA-192105	-1.6418567	5.806255163	0.49876462	0.029118085	"['CYP39A1', 'PTGIS', 'NR1H4']"	Reactome Pathways	downregulated
DNA Double-Strand Break Repair_Homo sapiens_R-HSA-5693532	-1.509609802	5.318501758	0.246872053	0.029507908	"['CCNA2', 'HIST1H2BM', 'HIST1H4A', 'FEN1', 'HIST1H2BO', 'HIST1H2BH', 'KPNA2', 'HIST1H2BB']"	Reactome Pathways	upregulated
Heart Development_Homo sapiens_WP1591	-1.01021373	3.557864208	0.264709489	0.02954347	"['SHH', 'HAND2', 'TBX20', 'FGF10']"	WikiPathways	downregulated
CDC6 association with the ORC:origin complex_Homo sapiens_R-HSA-68689	1.334672739	-4.700419403	0.246872053	0.029546891	"['E2F1', 'CDC6']"	Reactome Pathways	upregulated
Focal adhesion_Homo sapiens_hsa04510	-1.293369723	4.489545349	0.228494763	0.031079704	"['JUN', 'TNXB', 'EGF', 'AKT3', 'COL4A6', 'ITGA8', 'FLNA', 'ITGA7', 'FLNC', 'MYL9']"	KEGG Pathways	downregulated
TP53 Regulates Transcription of Cell Cycle Genes_Homo sapiens_R-HSA-6791312	-1.086597272	3.753275007	0.260713009	0.031614018	"['CCNA2', 'CCNE1', 'CDK1', 'E2F1']"	Reactome Pathways	upregulated
Differentiation Pathway_Homo sapiens_WP2848	-1.081957028	3.737246886	0.272366928	0.031614018	"['SHH', 'EGF', 'TGFB3', 'FGF10']"	WikiPathways	downregulated
Ca-dependent events_Homo sapiens_R-HSA-111996	-1.81881715	6.25908693	0.531384618	0.032023178	"['PDE1C', 'PLA2G4A', 'ADCY5']"	Reactome Pathways	downregulated
Bile secretion_Homo sapiens_hsa04976	-0.891107744	3.056356087	0.228494763	0.032392156	"['NR1H4', 'ATP1A2', 'KCNN2', 'ADCY5', 'AQP1']"	KEGG Pathways	downregulated
Cdc20:Phospho-APC/C mediated degradation of Cyclin A_Homo sapiens_R-HSA-174184	-1.476032684	5.062554452	0.263705371	0.032392156	"['CDC20', 'CCNA2', 'UBE2C', 'PSMD2', 'CDK1']"	Reactome Pathways	upregulated
XPodNet - protein-protein interactions in the podocyte expanded by STRING_Mus musculus_WP2309	-1.527899969	5.203577864	0.27529923	0.033183389	"['KANK2', 'TAGLN', 'CFH', 'SYNPO2', 'SEMA3A', 'SLC43A1', 'PTGS2', 'CARF', 'CYR61', 'EPB41L5', 'ZFP36', 'EDNRA', 'AKT3', 'GRB10', 'PGM5', 'GIMAP1-GIMAP5', 'EPHA6', 'MYOC', 'TGFB3', 'THEMIS', 'FOS', 'SORBS1', 'SYTL3', 'HAND2', 'ITGA8', 'ITGA7', 'TEK', 'UTRN', 'LIMS2']"	WikiPathways	downregulated
Pancreatic secretion_Homo sapiens_hsa04972	-0.98361064	3.345324245	0.228494763	0.033337729	"['CHRM3', 'PLCB4', 'AMY2A', 'AMY2B', 'ATP1A2', 'ADCY5']"	KEGG Pathways	downregulated
Platelet activation_Homo sapiens_hsa04611	-1.177372169	3.992805047	0.228494763	0.033665376	"['PLCB4', 'P2RX1', 'AKT3', 'PLA2G4A', 'PRKG1', 'ADCY5', 'PTGS1']"	KEGG Pathways	downregulated
Cocaine addiction_Homo sapiens_hsa05030	-0.546967504	1.853262967	0.228494763	0.033767699	"['JUN', 'MAOB', 'FOSB', 'ADCY5']"	KEGG Pathways	downregulated
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint_Homo sapiens_R-HSA-179419	-1.489866173	5.032478092	0.274273825	0.034122255	"['CDC20', 'CCNA2', 'UBE2C', 'PSMD2', 'CDK1']"	Reactome Pathways	upregulated
Ethanol oxidation_Homo sapiens_R-HSA-71384	-0.615419311	2.06527143	0.532120968	0.034878773	"['ADH1B', 'ADH6']"	Reactome Pathways	downregulated
Passive transport by Aquaporins_Homo sapiens_R-HSA-432047	-0.563225169	1.890114315	0.532120968	0.034878773	"['AQP3', 'AQP1']"	Reactome Pathways	downregulated
Calcium Regulation in the Cardiac Cell_Mus musculus_WP553	-1.333052298	4.466787662	0.28045122	0.035056402	"['CHRM3', 'RGS5', 'RGS2', 'RGS1', 'CASQ2', 'ATP1A2', 'SLC8A1', 'ADCY5']"	WikiPathways	downregulated
COPI-independent Golgi-to-ER retrograde traffic_Homo sapiens_R-HSA-6811436	-1.349733448	4.522009799	0.532120968	0.035073887	"['DYNC2H1', 'PLA2G4A', 'DYNC1I1']"	Reactome Pathways	downregulated
Gastric Cancer Network 1_Homo sapiens_WP2361	-1.32853215	4.450979124	0.58456478	0.035073887	"['TOP2A', 'ESM1', 'UBE2C']"	WikiPathways	upregulated
Signaling by Wnt_Homo sapiens_R-HSA-195721	-1.719420334	5.755716968	0.279186054	0.035173046	"['HIST2H2AA3', 'HIST1H2BM', 'HIST1H2BO', 'HIST1H2AJ', 'DKK1', 'HIST1H4A', 'HIST2H3A', 'PSMD2', 'RAC3', 'HIST1H2BH', 'HIST1H2BB', 'LGR5', 'HIST1H2AB']"	Reactome Pathways	upregulated
APC/C:Cdc20 mediated degradation of mitotic proteins_Homo sapiens_R-HSA-176409	-1.48385549	4.862189938	0.293506652	0.037751601	"['CDC20', 'CCNA2', 'UBE2C', 'PSMD2', 'CDK1']"	Reactome Pathways	upregulated
Integrin-mediated Cell Adhesion_Mus musculus_WP6	-1.145407534	3.748644794	0.292757545	0.037901646	"['AKT3', 'ITGA8', 'ITGA7', 'SORBS1', 'MAPK4', 'TNS1']"	WikiPathways	downregulated
Resolution of Sister Chromatid Cohesion_Homo sapiens_R-HSA-2500257	-1.389174359	4.546435285	0.293506652	0.037901646	"['CDC20', 'CDCA5', 'CDK1', 'BIRC5', 'KIF2C', 'ZWINT']"	Reactome Pathways	upregulated
Hemostasis_Homo sapiens_R-HSA-109582	-1.867369672	6.096658024	0.535548861	0.038203153	"['CFD', 'SERPINA3', 'F10', 'EGF', 'DGKB', 'TGFB3', 'PLA2G4A', 'HBB', 'SELE', 'SLC8A1', 'DOCK11', 'CLEC3B', 'MMRN1', 'P2RX1', 'AKT3', 'FLNA', 'MRVI1', 'PDE5A', 'TEK', 'A2M', 'PRKG1']"	Reactome Pathways	downregulated
Molecules associated with elastic fibres_Homo sapiens_R-HSA-2129379	-1.379522786	4.501540581	0.535548861	0.03826903	"['MFAP4', 'TGFB3', 'ITGA8']"	Reactome Pathways	downregulated
Ion homeostasis_Homo sapiens_R-HSA-5578775	-1.575087686	5.137367445	0.535548861	0.038325531	"['FXYD6', 'ATP1A2', 'SLC8A1', 'TRDN']"	Reactome Pathways	downregulated
Regulation of DNA replication_Homo sapiens_R-HSA-69304	-1.489473972	4.807465937	0.299746403	0.039651493	"['CCNA2', 'PSMD2', 'E2F1', 'CDC6', 'MCM2']"	Reactome Pathways	upregulated
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins_Homo sapiens_R-HSA-176814	-1.432867852	4.624762516	0.299746403	0.039651493	"['CDC20', 'CCNA2', 'UBE2C', 'PSMD2', 'CDK1']"	Reactome Pathways	upregulated
GABA A receptor activation_Homo sapiens_R-HSA-977441	1.256220605	-4.026448833	0.302935716	0.04055045	"['GABRQ', 'GABRA3']"	Reactome Pathways	upregulated
Integrin-mediated Cell Adhesion_Homo sapiens_WP185	-1.16052175	3.70253558	0.303736252	0.041155158	"['AKT3', 'ITGA8', 'ITGA7', 'SORBS1', 'MAPK4', 'TNS1']"	WikiPathways	downregulated
Choline metabolism in cancer_Homo sapiens_hsa05231	-1.093769292	3.489568138	0.269499903	0.041155158	"['JUN', 'EGF', 'DGKB', 'AKT3', 'PLA2G4A', 'FOS']"	KEGG Pathways	downregulated
Gastric Cancer Network 2_Homo sapiens_WP2363	-1.545455748	4.913748869	0.640110744	0.041607198	"['TOP2A', 'UBE2C', 'LMNB2']"	WikiPathways	upregulated
Vitamin B12 Metabolism_Homo sapiens_WP1533	-0.942217737	2.959970354	0.303736252	0.043218228	"['SERPINA3', 'HBB', 'CCL2', 'HBA1']"	WikiPathways	downregulated
